DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Propia,2. Alquilada,3. Cedida por trabajo,4. Prestada,5. Otra situación,0. __mv__,0. __na__,
82056. Iriondo,6. Otra identidad/ninguna de las anteriores,45,32,8,2,3,,,,
82056. Iriondo,7. Prefiero no contestar,68,48,12,2,2,4,,,
82056. Iriondo,9. Ignorado,4850,3175,892,145,380,258,,,
82063. La Capital,0. __tot__,568259,389057,101150,3498,33159,41395,,,
82063. La Capital,1. Mujer,273859,187839,48996,1506,15547,19971,,,
82063. La Capital,2. Mujer trans/travesti,749,508,138,10,45,48,,,
82063. La Capital,3. Varón,246957,170083,42754,1597,14672,17851,,,
82063. La Capital,4. Varón trans/masculinidad trans,870,515,241,7,44,63,,,
82063. La Capital,5. No binario,659,298,240,8,63,50,,,
82063. La Capital,6. Otra identidad/ninguna de las anteriores,576,297,187,2,42,48,,,
82063. La Capital,7. Prefiero no contestar,1114,606,297,8,77,126,,,
82063. La Capital,9. Ignorado,43475,28911,8297,360,2669,3238,,,
82070. Las Colonias,0. __tot__,114730,73562,25295,5598,6184,4091,,,
82070. Las Colonias,1. Mujer,55169,35821,12084,2390,2898,1976,,,
82070. Las Colonias,2. Mujer trans/travesti,113,59,30,12,8,4,,,
82070. Las Colonias,3. Varón,53214,33946,11570,2893,2896,1909,,,
82070. Las Colonias,4. Varón trans/masculinidad trans,111,61,29,12,5,4,,,
82070. Las Colonias,5. No binario,62,36,17,3,5,1,,,
82070. Las Colonias,6. Otra identidad/ninguna de las anteriores,37,22,12,2,,1,,,
82070. Las Colonias,7. Prefiero no contestar,158,80,49,3,15,11,,,
82070. Las Colonias,9. Ignorado,5866,3537,1504,283,357,185,,,
82077. 9 de Julio,0. __tot__,30942,22163,3563,1480,2340,1396,,,
82077. 9 de Julio,1. Mujer,14824,10736,1739,555,1103,691,,,
82077. 9 de Julio,2. Mujer trans/travesti,45,28,9,,7,1,,,
82077. 9 de Julio,3. Varón,14466,10254,1635,859,1098,620,,,
82077. 9 de Julio,4. Varón trans/masculinidad trans,18,11,3,,4,,,,
82077. 9 de Julio,5. No binario,6,4,1,,,1,,,
82077. 9 de Julio,6. Otra identidad/ninguna de las anteriores,9,7,1,,,1,,,
82077. 9 de Julio,7. Prefiero no contestar,22,6,4,,3,9,,,
82077. 9 de Julio,9. Ignorado,1552,1117,171,66,125,73,,,
82084. Rosario,0. __tot__,1337958,889683,261210,6547,81314,99204,,,
82084. Rosario,1. Mujer,646735,432537,124967,2696,38556,47979,,,
82084. Rosario,2. Mujer trans/travesti,1590,1029,362,10,95,94,,,
82084. Rosario,3. Varón,586880,393137,111068,2957,36309,43409,,,
82084. Rosario,4. Varón trans/masculinidad trans,1683,943,494,22,103,121,,,
82084. Rosario,5. No binario,1245,561,478,5,102,99,,,
82084. Rosario,6. Otra identidad/ninguna de las anteriores,920,410,329,10,78,93,,,
82084. Rosario,7. Prefiero no contestar,2539,1229,792,11,216,291,,,
82084. Rosario,9. Ignorado,96366,59837,22720,836,5855,7118,,,
82091. San Cristóbal,0. __tot__,72593,45164,12047,6933,5196,3253,,,
82091. San Cristóbal,1. Mujer,34178,21604,5840,2774,2415,1545,,,
82091. San Cristóbal,2. Mujer trans/travesti,86,56,14,8,5,3,,,
82091. San Cristóbal,3. Varón,32186,19899,5150,3314,2331,1492,,,
82091. San Cristóbal,4. Varón trans/masculinidad trans,78,47,15,3,8,5,,,
82091. San Cristóbal,5. No binario,26,16,5,4,,1,,,
82091. San Cristóbal,6. Otra identidad/ninguna de las anteriores,25,17,2,4,1,1,,,
82091. San Cristóbal,7. Prefiero no contestar,38,18,14,3,3,,,,
82091. San Cristóbal,9. Ignorado,5976,3507,1007,823,433,206,,,
82098. San Javier,0. __tot__,33180,25197,3261,613,2037,2072,,,
82098. San Javier,1. Mujer,15598,11784,1634,239,939,1002,,,
82098. San Javier,2. Mujer trans/travesti,47,32,8,,2,5,,,
82098. San Javier,3. Varón,15085,11523,1401,307,944,910,,,
82098. San Javier,4. Varón trans/masculinidad trans,31,22,1,2,3,3,,,
82098. San Javier,5. No binario,11,7,1,2,,1,,,
82098. San Javier,6. Otra identidad/ninguna de las anteriores,17,12,1,1,1,2,,,
82098. San Javier,7. Prefiero no contestar,35,18,5,,5,7,,,
82098. San Javier,9. Ignorado,2356,1799,210,62,143,142,,,
82105. San Jerónimo,0. __tot__,84617,60757,12043,1941,4858,5018,,,
82105. San Jerónimo,1. Mujer,40243,29051,5712,799,2233,2448,,,
82105. San Jerónimo,2. Mujer trans/travesti,100,62,16,8,9,5,,,
82105. San Jerónimo,3. Varón,38126,27525,5293,977,2223,2108,,,
82105. San Jerónimo,4. Varón trans/masculinidad trans,84,61,11,2,6,4,,,
82105. San Jerónimo,5. No binario,38,23,6,1,2,6,,,
82105. San Jerónimo,6. Otra identidad/ninguna de las anteriores,63,33,19,3,2,6,,,
82105. San Jerónimo,7. Prefiero no contestar,99,52,20,1,8,18,,,
82105. San Jerónimo,9. Ignorado,5864,3950,966,150,375,423,,,
82112. San Justo,0. __tot__,46486,32051,7864,1322,2817,2432,,,
82112. San Justo,1. Mujer,21591,15061,3598,510,1295,1127,,,
82112. San Justo,2. Mujer trans/travesti,69,44,17,3,2,3,,,
82112. San Justo,3. Varón,20238,13969,3256,698,1244,1071,,,
82112. San Justo,4. Varón trans/masculinidad trans,51,29,15,1,4,2,,,
82112. San Justo,5. No binario,9,5,1,1,,2,,,
82112. San Justo,6. Otra identidad/ninguna de las anteriores,32,21,9,,,2,,,
82112. San Justo,7. Prefiero no contestar,41,20,3,1,7,10,,,
82112. San Justo,9. Ignorado,4455,2902,965,108,265,215,,,
82119. San Lorenzo,0. __tot__,193786,141119,26808,1714,11664,12481,,,
82119. San Lorenzo,1. Mujer,93851,68747,12863,712,5541,5988,,,
82119. San Lorenzo,2. Mujer trans/travesti,207,148,34,,15,10,,,
82119. San Lorenzo,3. Varón,88616,64421,12251,874,5376,5694,,,
82119. San Lorenzo,4. Varón trans/masculinidad trans,209,168,22,1,10,8,,,
82119. San Lorenzo,5. No binario,92,65,13,,6,8,,,
82119. San Lorenzo,6. Otra identidad/ninguna de las anteriores,71,50,9,,3,9,,,
82119. San Lorenzo,7. Prefiero no contestar,262,140,63,3,26,30,,,
82119. San Lorenzo,9. Ignorado,10478,7380,1553,124,687,734,,,
82126. San Martín,0. __tot__,67299,45878,12247,2544,3909,2721,,,
82126. San Martín,1. Mujer,32399,22349,5834,1057,1811,1348,,,
82126. San Martín,2. Mujer trans/travesti,74,47,10,4,8,5,,,
82126. San Martín,3. Varón,30894,20973,5611,1310,1791,1209,,,
82126. San Martín,4. Varón trans/masculinidad trans,67,40,19,1,6,1,,,
82126. San Martín,5. No binario,30,18,8,,1,3,,,
82126. San Martín,6. Otra identidad/ninguna de las anteriores,22,15,3,1,2,1,,,
82126. San Martín,7. Prefiero no contestar,82,43,15,12,7,5,,,
82126. San Martín,9. Ignorado,3731,2393,747,159,283,149,,,
82133. Vera,0. __tot__,55463,41481,5762,1678,3111,3431,,,
82133. Vera,1. Mujer,25596,19180,2788,642,1384,1602,,,
82133. Vera,2. Mujer trans/travesti,59,45,5,2,4,3,,,
82133. Vera,3. Varón,23818,17896,2370,748,1347,1457,,,
82133. Vera,4. Varón trans/masculinidad trans,41,30,6,,2,3,,,
82133. Vera,5. No binario,18,11,2,,1,4,,,
82133. Vera,6. Otra identidad/ninguna de las anteriores,24,17,2,2,2,1,,,
82133. Vera,7. Prefiero no contestar,61,41,11,2,3,4,,,
82133. Vera,9. Ignorado,5846,4261,578,282,368,357,,,
86007. Aguirre,0. __tot__,8959,7401,631,171,512,244,,,
86007. Aguirre,1. Mujer,4161,3452,300,60,241,108,,,
86007. Aguirre,2. Mujer trans/travesti,19,13,4,1,,1,,,
86007. Aguirre,3. Varón,4133,3439,260,92,227,115,,,
86007. Aguirre,4. Varón trans/masculinidad trans,22,14,3,4,1,,,,
86007. Aguirre,5. No binario,7,3,1,1,1,1,,,
86007. Aguirre,6. Otra identidad/ninguna de las anteriores,6,4,1,1,,,,,
86007. Aguirre,7. Prefiero no contestar,9,5,,,2,2,,,
86007. Aguirre,9. Ignorado,602,471,62,12,40,17,,,
86014. Alberdi,0. __tot__,20104,18157,734,158,766,289,,,
86014. Alberdi,1. Mujer,9257,8377,364,44,349,123,,,
86014. Alberdi,2. Mujer trans/travesti,13,12,1,,,,,,
86014. Alberdi,3. Varón,9631,8719,314,97,365,136,,,
86014. Alberdi,4. Varón trans/masculinidad trans,12,12,,,,,,,
86014. Alberdi,5. No binario,5,5,,,,,,,
86014. Alberdi,6. Otra identidad/ninguna de las anteriores,9,8,,,1,,,,
86014. Alberdi,7. Prefiero no contestar,13,10,3,,,,,,
86014. Alberdi,9. Ignorado,1164,1014,52,17,51,30,,,
86021. Atamisqui,0. __tot__,14894,14142,163,37,359,193,,,
86021. Atamisqui,1. Mujer,6915,6572,72,14,158,99,,,
86021. Atamisqui,2. Mujer trans/travesti,27,25,,,1,1,,,
86021. Atamisqui,3. Varón,7036,6723,57,18,161,77,,,
86021. Atamisqui,4. Varón trans/masculinidad trans,20,15,2,,2,1,,,
86021. Atamisqui,5. No binario,4,2,1,,1,,,,
86021. Atamisqui,6. Otra identidad/ninguna de las anteriores,9,7,1,,,1,,,
86021. Atamisqui,7. Prefiero no contestar,14,8,2,1,1,2,,,
86021. Atamisqui,9. Ignorado,869,790,28,4,35,12,,,
86028. Avellaneda,0. __tot__,25462,22859,615,72,1288,628,,,
86028. Avellaneda,1. Mujer,11754,10605,294,32,562,261,,,
86028. Avellaneda,2. Mujer trans/travesti,23,18,1,,2,2,,,
86028. Avellaneda,3. Varón,11916,10711,267,32,610,296,,,
86028. Avellaneda,4. Varón trans/masculinidad trans,38,32,2,1,1,2,,,
86028. Avellaneda,5. No binario,13,12,,,,1,,,
86028. Avellaneda,6. Otra identidad/ninguna de las anteriores,7,5,,,1,1,,,
86028. Avellaneda,7. Prefiero no contestar,16,12,,,2,2,,,
86028. Avellaneda,9. Ignorado,1695,1464,51,7,110,63,,,
