DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
14147. Santa María,7. Prefiero no contestar,208,153,55,,,
14147. Santa María,9. Ignorado,12365,8392,3973,,,
14154. Sobremonte,0. __tot__,4381,1424,2957,,,
14154. Sobremonte,1. Mujer,2101,707,1394,,,
14154. Sobremonte,2. Mujer trans/travesti,8,2,6,,,
14154. Sobremonte,3. Varón,2013,645,1368,,,
14154. Sobremonte,4. Varón trans/masculinidad trans,5,,5,,,
14154. Sobremonte,7. Prefiero no contestar,1,,1,,,
14154. Sobremonte,9. Ignorado,253,70,183,,,
14161. Tercero Arriba,0. __tot__,120207,101403,18804,,,
14161. Tercero Arriba,1. Mujer,57816,49190,8626,,,
14161. Tercero Arriba,2. Mujer trans/travesti,152,125,27,,,
14161. Tercero Arriba,3. Varón,53695,45389,8306,,,
14161. Tercero Arriba,4. Varón trans/masculinidad trans,148,120,28,,,
14161. Tercero Arriba,5. No binario,33,23,10,,,
14161. Tercero Arriba,6. Otra identidad/ninguna de las anteriores,35,32,3,,,
14161. Tercero Arriba,7. Prefiero no contestar,159,132,27,,,
14161. Tercero Arriba,9. Ignorado,8169,6392,1777,,,
14168. Totoral,0. __tot__,22473,13184,9289,,,
14168. Totoral,1. Mujer,10346,6241,4105,,,
14168. Totoral,2. Mujer trans/travesti,24,11,13,,,
14168. Totoral,3. Varón,10219,6023,4196,,,
14168. Totoral,4. Varón trans/masculinidad trans,22,8,14,,,
14168. Totoral,5. No binario,9,6,3,,,
14168. Totoral,6. Otra identidad/ninguna de las anteriores,8,5,3,,,
14168. Totoral,7. Prefiero no contestar,14,7,7,,,
14168. Totoral,9. Ignorado,1831,883,948,,,
14175. Tulumba,0. __tot__,14092,6900,7192,,,
14175. Tulumba,1. Mujer,6474,3311,3163,,,
14175. Tulumba,2. Mujer trans/travesti,24,12,12,,,
14175. Tulumba,3. Varón,6421,3119,3302,,,
14175. Tulumba,4. Varón trans/masculinidad trans,15,8,7,,,
14175. Tulumba,5. No binario,4,2,2,,,
14175. Tulumba,6. Otra identidad/ninguna de las anteriores,2,2,,,,
14175. Tulumba,7. Prefiero no contestar,11,6,5,,,
14175. Tulumba,9. Ignorado,1141,440,701,,,
14182. Unión,0. __tot__,113635,95119,18516,,,
14182. Unión,1. Mujer,54638,46168,8470,,,
14182. Unión,2. Mujer trans/travesti,134,108,26,,,
14182. Unión,3. Varón,52943,44230,8713,,,
14182. Unión,4. Varón trans/masculinidad trans,109,92,17,,,
14182. Unión,5. No binario,23,17,6,,,
14182. Unión,6. Otra identidad/ninguna de las anteriores,27,23,4,,,
14182. Unión,7. Prefiero no contestar,81,66,15,,,
14182. Unión,9. Ignorado,5680,4415,1265,,,
18007. Bella Vista,0. __tot__,44369,24230,20139,,,
18007. Bella Vista,1. Mujer,21452,12077,9375,,,
18007. Bella Vista,2. Mujer trans/travesti,69,36,33,,,
18007. Bella Vista,3. Varón,20930,11209,9721,,,
18007. Bella Vista,4. Varón trans/masculinidad trans,45,20,25,,,
18007. Bella Vista,5. No binario,10,5,5,,,
18007. Bella Vista,6. Otra identidad/ninguna de las anteriores,18,7,11,,,
18007. Bella Vista,7. Prefiero no contestar,56,25,31,,,
18007. Bella Vista,9. Ignorado,1789,851,938,,,
18014. Berón de Astrada,0. __tot__,2808,454,2354,,,
18014. Berón de Astrada,1. Mujer,1314,211,1103,,,
18014. Berón de Astrada,2. Mujer trans/travesti,4,,4,,,
18014. Berón de Astrada,3. Varón,1346,218,1128,,,
18014. Berón de Astrada,4. Varón trans/masculinidad trans,8,,8,,,
18014. Berón de Astrada,5. No binario,1,,1,,,
18014. Berón de Astrada,6. Otra identidad/ninguna de las anteriores,1,,1,,,
18014. Berón de Astrada,7. Prefiero no contestar,4,1,3,,,
18014. Berón de Astrada,9. Ignorado,130,24,106,,,
18021. Capital,0. __tot__,437446,304181,133265,,,
18021. Capital,1. Mujer,210557,148824,61733,,,
18021. Capital,2. Mujer trans/travesti,650,397,253,,,
18021. Capital,3. Varón,192414,132871,59543,,,
18021. Capital,4. Varón trans/masculinidad trans,1388,933,455,,,
18021. Capital,5. No binario,498,351,147,,,
18021. Capital,6. Otra identidad/ninguna de las anteriores,368,233,135,,,
18021. Capital,7. Prefiero no contestar,668,495,173,,,
18021. Capital,9. Ignorado,30903,20077,10826,,,
18028. Concepción,0. __tot__,26270,6540,19730,,,
18028. Concepción,1. Mujer,12215,3123,9092,,,
18028. Concepción,2. Mujer trans/travesti,46,10,36,,,
18028. Concepción,3. Varón,12391,3022,9369,,,
18028. Concepción,4. Varón trans/masculinidad trans,48,11,37,,,
18028. Concepción,5. No binario,18,5,13,,,
18028. Concepción,6. Otra identidad/ninguna de las anteriores,30,5,25,,,
18028. Concepción,7. Prefiero no contestar,28,1,27,,,
18028. Concepción,9. Ignorado,1494,363,1131,,,
18035. Curuzú Cuatiá,0. __tot__,51489,36199,15290,,,
18035. Curuzú Cuatiá,1. Mujer,24821,17815,7006,,,
18035. Curuzú Cuatiá,2. Mujer trans/travesti,65,37,28,,,
18035. Curuzú Cuatiá,3. Varón,23400,16381,7019,,,
18035. Curuzú Cuatiá,4. Varón trans/masculinidad trans,82,38,44,,,
18035. Curuzú Cuatiá,5. No binario,34,14,20,,,
18035. Curuzú Cuatiá,6. Otra identidad/ninguna de las anteriores,31,14,17,,,
18035. Curuzú Cuatiá,7. Prefiero no contestar,51,35,16,,,
18035. Curuzú Cuatiá,9. Ignorado,3005,1865,1140,,,
18042. Empedrado,0. __tot__,17948,7525,10423,,,
18042. Empedrado,1. Mujer,8587,3744,4843,,,
18042. Empedrado,2. Mujer trans/travesti,20,11,9,,,
18042. Empedrado,3. Varón,8411,3455,4956,,,
18042. Empedrado,4. Varón trans/masculinidad trans,23,10,13,,,
18042. Empedrado,5. No binario,9,5,4,,,
18042. Empedrado,6. Otra identidad/ninguna de las anteriores,8,5,3,,,
18042. Empedrado,7. Prefiero no contestar,7,2,5,,,
18042. Empedrado,9. Ignorado,883,293,590,,,
18049. Esquina,0. __tot__,39168,22965,16203,,,
18049. Esquina,1. Mujer,17596,10633,6963,,,
18049. Esquina,2. Mujer trans/travesti,63,31,32,,,
18049. Esquina,3. Varón,16548,9713,6835,,,
18049. Esquina,4. Varón trans/masculinidad trans,156,82,74,,,
18049. Esquina,5. No binario,34,16,18,,,
18049. Esquina,6. Otra identidad/ninguna de las anteriores,53,32,21,,,
18049. Esquina,7. Prefiero no contestar,71,37,34,,,
18049. Esquina,9. Ignorado,4647,2421,2226,,,
18056. General Alvear,0. __tot__,9051,3957,5094,,,
18056. General Alvear,1. Mujer,4182,1908,2274,,,
18056. General Alvear,2. Mujer trans/travesti,12,3,9,,,
18056. General Alvear,3. Varón,4178,1763,2415,,,
18056. General Alvear,4. Varón trans/masculinidad trans,22,10,12,,,
18056. General Alvear,5. No binario,17,6,11,,,
18056. General Alvear,6. Otra identidad/ninguna de las anteriores,8,1,7,,,
18056. General Alvear,7. Prefiero no contestar,29,13,16,,,
18056. General Alvear,9. Ignorado,603,253,350,,,
18063. General Paz,0. __tot__,17016,5255,11761,,,
18063. General Paz,1. Mujer,8097,2555,5542,,,
18063. General Paz,2. Mujer trans/travesti,33,9,24,,,
18063. General Paz,3. Varón,7879,2394,5485,,,
18063. General Paz,4. Varón trans/masculinidad trans,32,8,24,,,
18063. General Paz,5. No binario,7,,7,,,
18063. General Paz,6. Otra identidad/ninguna de las anteriores,10,3,7,,,
18063. General Paz,7. Prefiero no contestar,15,3,12,,,
18063. General Paz,9. Ignorado,943,283,660,,,
18070. Goya,0. __tot__,106223,57040,49183,,,
18070. Goya,1. Mujer,51443,28219,23224,,,
18070. Goya,2. Mujer trans/travesti,167,83,84,,,
18070. Goya,3. Varón,47698,25261,22437,,,
18070. Goya,4. Varón trans/masculinidad trans,183,87,96,,,
18070. Goya,5. No binario,82,44,38,,,
18070. Goya,6. Otra identidad/ninguna de las anteriores,73,38,35,,,
18070. Goya,7. Prefiero no contestar,132,70,62,,,
18070. Goya,9. Ignorado,6445,3238,3207,,,
18077. Itatí,0. __tot__,11946,3874,8072,,,
18077. Itatí,1. Mujer,5755,1933,3822,,,
18077. Itatí,2. Mujer trans/travesti,12,2,10,,,
18077. Itatí,3. Varón,5698,1761,3937,,,
18077. Itatí,4. Varón trans/masculinidad trans,7,1,6,,,
18077. Itatí,5. No binario,2,,2,,,
18077. Itatí,6. Otra identidad/ninguna de las anteriores,4,2,2,,,
18077. Itatí,7. Prefiero no contestar,5,1,4,,,
18077. Itatí,9. Ignorado,463,174,289,,,
18084. Ituzaingó,0. __tot__,38767,15047,23720,,,
18084. Ituzaingó,1. Mujer,18430,7342,11088,,,
18084. Ituzaingó,2. Mujer trans/travesti,57,27,30,,,
18084. Ituzaingó,3. Varón,18073,6864,11209,,,
18084. Ituzaingó,4. Varón trans/masculinidad trans,47,19,28,,,
18084. Ituzaingó,5. No binario,15,8,7,,,
18084. Ituzaingó,6. Otra identidad/ninguna de las anteriores,31,7,24,,,
18084. Ituzaingó,7. Prefiero no contestar,54,22,32,,,
18084. Ituzaingó,9. Ignorado,2060,758,1302,,,
18091. Lavalle,0. __tot__,40406,13824,26582,,,
18091. Lavalle,1. Mujer,18257,6432,11825,,,
18091. Lavalle,2. Mujer trans/travesti,89,27,62,,,
18091. Lavalle,3. Varón,18267,6050,12217,,,
18091. Lavalle,4. Varón trans/masculinidad trans,175,60,115,,,
18091. Lavalle,5. No binario,74,31,43,,,
18091. Lavalle,6. Otra identidad/ninguna de las anteriores,79,29,50,,,
18091. Lavalle,7. Prefiero no contestar,87,31,56,,,
18091. Lavalle,9. Ignorado,3378,1164,2214,,,
18098. Mburucuyá,0. __tot__,11541,2742,8799,,,
18098. Mburucuyá,1. Mujer,5586,1369,4217,,,
18098. Mburucuyá,2. Mujer trans/travesti,14,3,11,,,
18098. Mburucuyá,3. Varón,5417,1254,4163,,,
18098. Mburucuyá,4. Varón trans/masculinidad trans,8,,8,,,
18098. Mburucuyá,5. No binario,6,1,5,,,
18098. Mburucuyá,6. Otra identidad/ninguna de las anteriores,6,,6,,,
18098. Mburucuyá,7. Prefiero no contestar,10,1,9,,,
18098. Mburucuyá,9. Ignorado,494,114,380,,,
18105. Mercedes,0. __tot__,49807,31129,18678,,,
18105. Mercedes,1. Mujer,23352,14876,8476,,,
18105. Mercedes,2. Mujer trans/travesti,60,29,31,,,
18105. Mercedes,3. Varón,22549,14182,8367,,,
18105. Mercedes,4. Varón trans/masculinidad trans,117,53,64,,,
18105. Mercedes,5. No binario,42,23,19,,,
18105. Mercedes,6. Otra identidad/ninguna de las anteriores,39,17,22,,,
18105. Mercedes,7. Prefiero no contestar,60,32,28,,,
18105. Mercedes,9. Ignorado,3588,1917,1671,,,
18112. Monte Caseros,0. __tot__,45602,31524,14078,,,
18112. Monte Caseros,1. Mujer,21134,14923,6211,,,
18112. Monte Caseros,2. Mujer trans/travesti,94,58,36,,,
18112. Monte Caseros,3. Varón,20526,14126,6400,,,
18112. Monte Caseros,4. Varón trans/masculinidad trans,250,155,95,,,
18112. Monte Caseros,5. No binario,86,51,35,,,
18112. Monte Caseros,6. Otra identidad/ninguna de las anteriores,53,28,25,,,
18112. Monte Caseros,7. Prefiero no contestar,53,33,20,,,
18112. Monte Caseros,9. Ignorado,3406,2150,1256,,,
18119. Paso de los Libres,0. __tot__,56778,30625,26153,,,
18119. Paso de los Libres,1. Mujer,27624,15209,12415,,,
18119. Paso de los Libres,2. Mujer trans/travesti,107,35,72,,,
18119. Paso de los Libres,3. Varón,25719,13735,11984,,,
18119. Paso de los Libres,4. Varón trans/masculinidad trans,99,39,60,,,
18119. Paso de los Libres,5. No binario,51,23,28,,,
18119. Paso de los Libres,6. Otra identidad/ninguna de las anteriores,46,20,26,,,
18119. Paso de los Libres,7. Prefiero no contestar,72,47,25,,,
18119. Paso de los Libres,9. Ignorado,3060,1517,1543,,,
18126. Saladas,0. __tot__,29126,11030,18096,,,
18126. Saladas,1. Mujer,13155,5260,7895,,,
18126. Saladas,2. Mujer trans/travesti,63,26,37,,,
18126. Saladas,3. Varón,12647,4771,7876,,,
18126. Saladas,4. Varón trans/masculinidad trans,124,34,90,,,
18126. Saladas,5. No binario,127,45,82,,,
18126. Saladas,6. Otra identidad/ninguna de las anteriores,91,30,61,,,
18126. Saladas,7. Prefiero no contestar,70,20,50,,,
18126. Saladas,9. Ignorado,2849,844,2005,,,
18133. San Cosme,0. __tot__,19679,10781,8898,,,
18133. San Cosme,1. Mujer,9083,5084,3999,,,
18133. San Cosme,2. Mujer trans/travesti,22,7,15,,,
18133. San Cosme,3. Varón,9269,4960,4309,,,
18133. San Cosme,4. Varón trans/masculinidad trans,24,14,10,,,
18133. San Cosme,5. No binario,11,7,4,,,
18133. San Cosme,6. Otra identidad/ninguna de las anteriores,14,7,7,,,
18133. San Cosme,7. Prefiero no contestar,21,15,6,,,
18133. San Cosme,9. Ignorado,1235,687,548,,,
18140. San Luis del Palmar,0. __tot__,21381,12753,8628,,,
18140. San Luis del Palmar,1. Mujer,10067,6169,3898,,,
18140. San Luis del Palmar,2. Mujer trans/travesti,49,26,23,,,
18140. San Luis del Palmar,3. Varón,9518,5577,3941,,,
18140. San Luis del Palmar,4. Varón trans/masculinidad trans,81,41,40,,,
18140. San Luis del Palmar,5. No binario,27,14,13,,,
18140. San Luis del Palmar,6. Otra identidad/ninguna de las anteriores,24,10,14,,,
18140. San Luis del Palmar,7. Prefiero no contestar,31,14,17,,,
18140. San Luis del Palmar,9. Ignorado,1584,902,682,,,
18147. San Martín,0. __tot__,15164,5323,9841,,,
18147. San Martín,1. Mujer,7330,2618,4712,,,
18147. San Martín,2. Mujer trans/travesti,19,5,14,,,
18147. San Martín,3. Varón,6919,2380,4539,,,
18147. San Martín,4. Varón trans/masculinidad trans,25,7,18,,,
18147. San Martín,5. No binario,7,1,6,,,
18147. San Martín,6. Otra identidad/ninguna de las anteriores,11,4,7,,,
18147. San Martín,7. Prefiero no contestar,17,5,12,,,
18147. San Martín,9. Ignorado,836,303,533,,,
18154. San Miguel,0. __tot__,12700,3849,8851,,,
18154. San Miguel,1. Mujer,5954,1876,4078,,,
18154. San Miguel,2. Mujer trans/travesti,22,5,17,,,
18154. San Miguel,3. Varón,5892,1756,4136,,,
18154. San Miguel,4. Varón trans/masculinidad trans,29,7,22,,,
18154. San Miguel,5. No binario,7,,7,,,
18154. San Miguel,6. Otra identidad/ninguna de las anteriores,15,2,13,,,
18154. San Miguel,7. Prefiero no contestar,12,2,10,,,
18154. San Miguel,9. Ignorado,769,201,568,,,
18161. San Roque,0. __tot__,22682,9858,12824,,,
18161. San Roque,1. Mujer,10615,4810,5805,,,
18161. San Roque,2. Mujer trans/travesti,36,13,23,,,
18161. San Roque,3. Varón,10492,4390,6102,,,
18161. San Roque,4. Varón trans/masculinidad trans,39,15,24,,,
18161. San Roque,5. No binario,16,4,12,,,
18161. San Roque,6. Otra identidad/ninguna de las anteriores,19,6,13,,,
18161. San Roque,7. Prefiero no contestar,32,15,17,,,
18161. San Roque,9. Ignorado,1433,605,828,,,
18168. Santo Tomé,0. __tot__,71922,41371,30551,,,
18168. Santo Tomé,1. Mujer,34700,20449,14251,,,
18168. Santo Tomé,2. Mujer trans/travesti,74,31,43,,,
18168. Santo Tomé,3. Varón,33030,18805,14225,,,
18168. Santo Tomé,4. Varón trans/masculinidad trans,110,45,65,,,
18168. Santo Tomé,5. No binario,78,36,42,,,
18168. Santo Tomé,6. Otra identidad/ninguna de las anteriores,40,19,21,,,
18168. Santo Tomé,7. Prefiero no contestar,62,41,21,,,
18168. Santo Tomé,9. Ignorado,3828,1945,1883,,,
18175. Sauce,0. __tot__,10382,6692,3690,,,
18175. Sauce,1. Mujer,4963,3323,1640,,,
18175. Sauce,2. Mujer trans/travesti,18,6,12,,,
18175. Sauce,3. Varón,4853,3036,1817,,,
18175. Sauce,4. Varón trans/masculinidad trans,21,8,13,,,
18175. Sauce,5. No binario,4,1,3,,,
18175. Sauce,6. Otra identidad/ninguna de las anteriores,6,4,2,,,
18175. Sauce,7. Prefiero no contestar,7,6,1,,,
18175. Sauce,9. Ignorado,510,308,202,,,
22007. Almirante Brown,0. __tot__,37794,20618,17176,,,
22007. Almirante Brown,1. Mujer,18401,10241,8160,,,
22007. Almirante Brown,2. Mujer trans/travesti,45,21,24,,,
22007. Almirante Brown,3. Varón,18151,9672,8479,,,
22007. Almirante Brown,4. Varón trans/masculinidad trans,32,13,19,,,
22007. Almirante Brown,5. No binario,2,1,1,,,
22007. Almirante Brown,6. Otra identidad/ninguna de las anteriores,1,,1,,,
22007. Almirante Brown,7. Prefiero no contestar,15,11,4,,,
22007. Almirante Brown,9. Ignorado,1147,659,488,,,
22014. Bermejo,0. __tot__,28060,15152,12908,,,
22014. Bermejo,1. Mujer,13569,7620,5949,,,
22014. Bermejo,2. Mujer trans/travesti,44,25,19,,,
22014. Bermejo,3. Varón,13161,6886,6275,,,
22014. Bermejo,4. Varón trans/masculinidad trans,16,10,6,,,
22014. Bermejo,5. No binario,6,2,4,,,
22014. Bermejo,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
22014. Bermejo,7. Prefiero no contestar,29,25,4,,,
22014. Bermejo,9. Ignorado,1233,583,650,,,
22021. Comandante Fernández,0. __tot__,101086,58873,42213,,,
22021. Comandante Fernández,1. Mujer,50894,30241,20653,,,
22021. Comandante Fernández,2. Mujer trans/travesti,88,46,42,,,
22021. Comandante Fernández,3. Varón,46230,26292,19938,,,
22021. Comandante Fernández,4. Varón trans/masculinidad trans,53,33,20,,,
22021. Comandante Fernández,5. No binario,31,21,10,,,
22021. Comandante Fernández,6. Otra identidad/ninguna de las anteriores,12,10,2,,,
22021. Comandante Fernández,7. Prefiero no contestar,74,49,25,,,
22021. Comandante Fernández,9. Ignorado,3704,2181,1523,,,
22028. Chacabuco,0. __tot__,34493,23135,11358,,,
22028. Chacabuco,1. Mujer,16966,11587,5379,,,
22028. Chacabuco,2. Mujer trans/travesti,59,36,23,,,
22028. Chacabuco,3. Varón,16138,10614,5524,,,
22028. Chacabuco,4. Varón trans/masculinidad trans,24,17,7,,,
22028. Chacabuco,5. No binario,3,3,,,,
22028. Chacabuco,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
22028. Chacabuco,7. Prefiero no contestar,22,9,13,,,
22028. Chacabuco,9. Ignorado,1278,867,411,,,
22036. 12 de Octubre,0. __tot__,23179,14639,8540,,,
22036. 12 de Octubre,1. Mujer,11218,7293,3925,,,
22036. 12 de Octubre,2. Mujer trans/travesti,28,13,15,,,
22036. 12 de Octubre,3. Varón,11052,6774,4278,,,
22036. 12 de Octubre,4. Varón trans/masculinidad trans,19,11,8,,,
22036. 12 de Octubre,5. No binario,2,2,,,,
22036. 12 de Octubre,6. Otra identidad/ninguna de las anteriores,1,,1,,,
22036. 12 de Octubre,7. Prefiero no contestar,12,4,8,,,
22036. 12 de Octubre,9. Ignorado,847,542,305,,,
22039. 2 de Abril,0. __tot__,8310,5685,2625,,,
22039. 2 de Abril,1. Mujer,4055,2883,1172,,,
22039. 2 de Abril,2. Mujer trans/travesti,6,3,3,,,
22039. 2 de Abril,3. Varón,3991,2647,1344,,,
22039. 2 de Abril,4. Varón trans/masculinidad trans,4,2,2,,,
22039. 2 de Abril,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
22039. 2 de Abril,7. Prefiero no contestar,5,5,,,,
22039. 2 de Abril,9. Ignorado,247,144,103,,,
22043. Fray Justo Santa María de Oro,0. __tot__,10643,7223,3420,,,
22043. Fray Justo Santa María de Oro,1. Mujer,5082,3544,1538,,,
22043. Fray Justo Santa María de Oro,2. Mujer trans/travesti,15,7,8,,,
22043. Fray Justo Santa María de Oro,3. Varón,5100,3381,1719,,,
22043. Fray Justo Santa María de Oro,4. Varón trans/masculinidad trans,5,3,2,,,
22043. Fray Justo Santa María de Oro,5. No binario,1,,1,,,
22043. Fray Justo Santa María de Oro,6. Otra identidad/ninguna de las anteriores,2,,2,,,
22043. Fray Justo Santa María de Oro,7. Prefiero no contestar,8,6,2,,,
22043. Fray Justo Santa María de Oro,9. Ignorado,430,282,148,,,
22049. General Belgrano,0. __tot__,12807,7541,5266,,,
22049. General Belgrano,1. Mujer,6235,3751,2484,,,
22049. General Belgrano,2. Mujer trans/travesti,14,5,9,,,
22049. General Belgrano,3. Varón,6128,3506,2622,,,
22049. General Belgrano,4. Varón trans/masculinidad trans,3,1,2,,,
22049. General Belgrano,6. Otra identidad/ninguna de las anteriores,1,1,,,,
22049. General Belgrano,7. Prefiero no contestar,85,64,21,,,
22049. General Belgrano,9. Ignorado,341,213,128,,,
22056. General Donovan,0. __tot__,15061,10409,4652,,,
22056. General Donovan,1. Mujer,7226,5116,2110,,,
22056. General Donovan,2. Mujer trans/travesti,28,16,12,,,
22056. General Donovan,3. Varón,7117,4812,2305,,,
22056. General Donovan,4. Varón trans/masculinidad trans,5,2,3,,,
22056. General Donovan,5. No binario,2,,2,,,
22056. General Donovan,6. Otra identidad/ninguna de las anteriores,3,1,2,,,
22056. General Donovan,7. Prefiero no contestar,13,8,5,,,
22056. General Donovan,9. Ignorado,667,454,213,,,
22063. General Güemes,0. __tot__,68429,28994,39435,,,
22063. General Güemes,1. Mujer,33223,14576,18647,,,
22063. General Güemes,2. Mujer trans/travesti,77,29,48,,,
22063. General Güemes,3. Varón,32406,13352,19054,,,
22063. General Güemes,4. Varón trans/masculinidad trans,29,13,16,,,
22063. General Güemes,5. No binario,7,5,2,,,
22063. General Güemes,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
22063. General Güemes,7. Prefiero no contestar,33,15,18,,,
22063. General Güemes,9. Ignorado,2651,1002,1649,,,
22070. Independencia,0. __tot__,21948,10226,11722,,,
22070. Independencia,1. Mujer,10894,5190,5704,,,
22070. Independencia,2. Mujer trans/travesti,26,11,15,,,
22070. Independencia,3. Varón,10249,4682,5567,,,
22070. Independencia,4. Varón trans/masculinidad trans,18,9,9,,,
22070. Independencia,5. No binario,1,,1,,,
22070. Independencia,6. Otra identidad/ninguna de las anteriores,2,2,,,,
22070. Independencia,7. Prefiero no contestar,5,2,3,,,
22070. Independencia,9. Ignorado,753,330,423,,,
22077. Libertad,0. __tot__,13775,8367,5408,,,
22077. Libertad,1. Mujer,6595,4099,2496,,,
22077. Libertad,2. Mujer trans/travesti,9,5,4,,,
22077. Libertad,3. Varón,6385,3845,2540,,,
22077. Libertad,4. Varón trans/masculinidad trans,12,5,7,,,
22077. Libertad,5. No binario,7,2,5,,,
22077. Libertad,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
22077. Libertad,7. Prefiero no contestar,12,4,8,,,
22077. Libertad,9. Ignorado,753,406,347,,,
22084. Libertador General San Martín,0. __tot__,65304,35914,29390,,,
22084. Libertador General San Martín,1. Mujer,31723,17980,13743,,,
22084. Libertador General San Martín,2. Mujer trans/travesti,66,35,31,,,
