dataset_slug,source_item,row_variable,row_variable_label,column_variable,column_variable_label,area_break,dpto_code,dpto_name,category_label,p03_label,value_raw,value,temp_table_url
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Mujer,18 261,18261,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Mujer trans/travesti,57,57,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Varón,17 527,17527,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Varón trans/masculinidad trans,119,119,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,No binario,23,23,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Otra identidad/ninguna de las anteriores,9,9,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Prefiero no contestar,36,36,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Ignorado,1 732,1732,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Urbana,Total,37 764,37764,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Mujer,259,259,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Mujer trans/travesti,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Varón,211,211,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Varón trans/masculinidad trans,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,No binario,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Otra identidad/ninguna de las anteriores,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Prefiero no contestar,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Ignorado,32,32,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural agrupada,Total,502,502,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Mujer,583,583,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Mujer trans/travesti,5,5,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Varón,688,688,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Varón trans/masculinidad trans,7,7,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,No binario,1,1,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Otra identidad/ninguna de las anteriores,1,1,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Prefiero no contestar,1,1,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Ignorado,96,96,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Rural dispersa,Total,1 382,1382,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Mujer,19 103,19103,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Mujer trans/travesti,62,62,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Varón,18 426,18426,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Varón trans/masculinidad trans,126,126,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,No binario,24,24,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Otra identidad/ninguna de las anteriores,10,10,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Prefiero no contestar,37,37,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Ignorado,1 860,1860,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06665,Ramallo,Total,Total,39 648,39648,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Mujer,7 256,7256,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Mujer trans/travesti,24,24,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Varón,6 844,6844,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Varón trans/masculinidad trans,18,18,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,No binario,6,6,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Otra identidad/ninguna de las anteriores,3,3,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Prefiero no contestar,22,22,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Ignorado,620,620,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Urbana,Total,14 793,14793,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Mujer,43,43,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Mujer trans/travesti,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Varón,46,46,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Varón trans/masculinidad trans,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,No binario,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Otra identidad/ninguna de las anteriores,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Prefiero no contestar,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Ignorado,3,3,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural agrupada,Total,92,92,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Mujer,629,629,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Mujer trans/travesti,6,6,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Varón,856,856,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Varón trans/masculinidad trans,2,2,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,No binario,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Otra identidad/ninguna de las anteriores,-,0,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Prefiero no contestar,3,3,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Ignorado,110,110,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Rural dispersa,Total,1 606,1606,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Mujer,7 928,7928,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Mujer trans/travesti,30,30,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Varón,7 746,7746,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Varón trans/masculinidad trans,20,20,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,No binario,6,6,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Otra identidad/ninguna de las anteriores,3,3,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Prefiero no contestar,25,25,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Ignorado,733,733,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06672,Rauch,Total,Total,16 491,16491,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Mujer,7 574,7574,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Mujer trans/travesti,21,21,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Varón,7 316,7316,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Varón trans/masculinidad trans,50,50,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,No binario,7,7,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Otra identidad/ninguna de las anteriores,5,5,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Prefiero no contestar,10,10,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Ignorado,766,766,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Urbana,Total,15 749,15749,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Mujer,1 045,1045,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Mujer trans/travesti,4,4,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Varón,1 068,1068,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Varón trans/masculinidad trans,15,15,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,No binario,5,5,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Otra identidad/ninguna de las anteriores,1,1,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Prefiero no contestar,3,3,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Ignorado,153,153,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural agrupada,Total,2 294,2294,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Mujer,560,560,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Mujer trans/travesti,7,7,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Varón,712,712,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Varón trans/masculinidad trans,20,20,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,No binario,6,6,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Otra identidad/ninguna de las anteriores,4,4,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Prefiero no contestar,5,5,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Ignorado,378,378,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Rural dispersa,Total,1 692,1692,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Total,Mujer,9 179,9179,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Total,Mujer trans/travesti,32,32,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Total,Varón,9 096,9096,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Total,Varón trans/masculinidad trans,85,85,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
urp_by_p03_dpto,CRUZTOTAFRO,VIVIENDA.URP,Area urbano rural,PERSONA.GENERO,Identidad de genero,DPTO,06679,Rivadavia,Total,No binario,18,18,https://redatam.indec.gob.ar/redarg//tempo/18685/~tmp_1868501.htm
